# Name : VHPS_140_140_3.5_T3
# Stage: 1
# Units: length:mm angle:deg 
id,x,y,z
730,145.8834,49.4968,-12.6321
731,151.6161,49.6063,-12.1774
732,157.4594,49.6964,-12.0423
733,163.2765,49.8095,-11.7972
734,169.1190,49.9256,-11.6014
735,174.9633,50.0270,-11.3838
736,180.7999,50.1402,-11.1162
737,186.6737,50.2541,-10.9304
738,192.5506,50.3618,-10.7263
739,198.4291,50.4813,-10.4992
740,204.3150,50.5935,-10.2666
741,210.2345,50.6932,-10.1016
742,216.1528,50.8242,-9.9047
743,222.0676,50.9288,-9.6722
744,227.9869,51.0434,-9.4254
745,233.9369,51.1453,-9.2355
746,239.8920,51.2911,-9.0310
747,245.8325,51.3835,-8.7636
748,251.7903,51.5175,-8.5151
749,257.8560,51.6254,-8.5177
750,263.7893,51.7243,-8.1559
751,269.7044,51.8567,-7.7249
752,275.7255,52.0491,-7.5341
753,281.8554,52.1409,-7.5867
754,287.8675,52.2147,-7.3231
755,293.8008,52.2878,-6.8456
756,299.9494,52.4464,-6.8595
757,306.0294,52.5592,-6.6829
758,312.0778,52.6703,-6.4073
759,318.1497,52.7920,-6.1621
760,324.2295,52.9102,-5.9110
761,330.3406,53.0267,-5.7074
762,336.4561,53.1549,-5.4887
763,342.5518,53.2522,-5.2024
764,348.6913,53.3817,-4.9892
765,354.8755,53.5133,-4.8500
766,361.0519,53.6325,-4.6687
767,367.1211,53.7209,-4.2329
768,373.3823,53.8789,-4.1852
769,379.5544,53.9886,-3.9235
770,385.7687,54.1154,-3.7272
771,391.9545,54.2255,-3.4485
772,398.1278,54.3365,-3.1216
773,404.3676,54.4745,-2.9086
774,410.5895,54.6599,-2.6351
775,416.7883,54.6872,-2.2967
776,422.6034,54.7005,-1.1745
777,427.4733,54.9082,1.8235
778,-360.8536,35.6150,-29.0266
779,-355.6681,35.7570,-31.1236
780,-350.4365,35.9190,-30.7062
781,-345.2054,35.9670,-30.7484
782,-339.9676,36.0630,-30.6991
783,-334.7243,36.1507,-30.3070
784,-329.4762,36.2326,-30.3549
785,-324.2240,36.3258,-30.0870
786,-318.9668,36.4210,-29.8937
787,-313.7043,36.5082,-29.7427
788,-308.4386,36.5984,-29.4874
789,-303.1679,36.7035,-29.2657
790,-297.8937,36.7594,-29.0039
791,-292.6075,36.8652,-29.0164
792,-287.3216,36.9553,-28.8209
793,-282.0315,37.0285,-28.6073
794,-276.7381,37.1183,-28.3541
795,-271.4371,37.2295,-28.1749
796,-266.1301,37.3155,-28.0176
797,-260.8200,37.4406,-27.8146
798,-255.4993,37.5062,-27.7259
799,-250.1874,37.6027,-27.3714
800,-244.8631,37.6901,-27.1601
801,-239.5313,37.7813,-26.9911
802,-234.1988,37.8834,-26.7506
803,-228.8517,37.9663,-26.6526
804,-223.5042,38.0560,-26.4775
805,-218.1553,38.1491,-26.2513
806,-212.8087,38.2377,-25.9329
807,-207.4425,38.3427,-25.7954
808,-202.0839,38.4331,-25.5047
809,-196.7165,38.5271,-25.2592
810,-191.3287,38.6126,-25.1775
811,-185.9554,38.7215,-24.8811
812,-180.5946,38.8211,-24.4135
813,-175.1615,38.9203,-24.6036
814,-169.7600,38.9827,-24.4251
815,-164.3447,39.1245,-24.3158
816,-158.9369,39.2142,-24.0880
817,-153.5245,39.2987,-23.8527
818,-148.1056,39.4122,-23.6239
819,-142.6724,39.4685,-23.4667
820,-137.2420,39.5878,-23.2378
821,-131.7508,39.6759,-23.4251
822,-126.3840,39.7338,-22.6372
823,-120.9275,39.8324,-22.4759
824,-115.4598,39.9269,-22.3479
825,-109.9980,40.0208,-22.1356
826,-104.5190,40.1559,-21.9948
827,-99.0251,40.2921,-21.9076
828,-93.5768,40.3205,-21.4903
829,-88.0832,40.4209,-21.3215
830,-82.5792,40.4869,-21.1764
831,-77.0834,40.6184,-20.9402
832,-71.5550,40.7280,-20.8576
833,-66.0549,40.8239,-20.5726
834,-60.5240,40.9532,-20.4242
835,-55.0621,41.0427,-19.8624
836,-49.4429,41.0711,-20.1216
837,-43.9281,41.2037,-19.7768
838,-38.3835,41.3277,-19.5556
839,-32.8278,41.3814,-19.3583
840,-27.2808,41.4926,-19.0812
841,-21.7052,41.6169,-18.9117
842,-16.1333,41.7044,-18.6902
843,-10.5273,41.8292,-18.5950
844,-4.9761,41.9012,-18.2109
845,0.6400,41.9960,-18.0944
846,6.2447,42.1044,-17.8907
847,11.8282,42.1995,-17.5614
848,17.4686,42.2952,-17.4504
849,23.1186,42.4039,-17.3443
850,28.7537,42.5078,-17.1415
851,34.3784,42.5981,-16.8642
852,40.0288,42.6998,-16.6620
853,45.6865,42.7826,-16.4582
854,51.3509,42.9003,-16.2487
855,57.0183,43.0149,-16.0205
856,62.6789,43.0773,-15.7379
857,68.3814,43.1944,-15.5835
858,74.0968,43.3334,-15.4452
859,79.7954,43.4224,-15.2144
860,85.4951,43.5259,-14.9583
861,91.2429,43.5967,-14.8462
862,96.9781,43.7391,-14.6562
863,102.6975,43.8325,-14.3825
864,108.4298,43.9263,-14.1257
865,114.2084,44.0414,-13.9971
866,119.9661,44.1600,-13.7680
867,125.7243,44.2589,-13.5129
868,131.5206,44.3649,-13.3543
869,137.2871,44.4673,-13.0704
870,143.0740,44.5780,-12.8244
871,148.9029,44.6765,-12.6837
872,154.7219,44.7844,-12.4821
873,160.5781,44.9017,-12.3666
874,166.3762,44.9998,-12.0453
875,172.2352,45.1227,-11.8811
876,178.0863,45.2155,-11.6656
877,183.9519,45.3301,-11.4645
878,189.8273,45.4447,-11.2647
879,195.6983,45.5485,-11.0252
880,201.5767,45.6517,-10.7802
881,207.4648,45.7431,-10.5367
882,213.4142,45.8860,-10.4353
883,219.3299,45.9842,-10.2139
884,225.2531,46.0965,-9.9861
885,231.1787,46.2177,-9.7386
886,237.1160,46.3149,-9.4974
887,243.0841,46.4253,-9.3107
888,249.0361,46.5235,-9.0564
889,254.9899,46.6276,-8.7813
890,261.0307,46.7710,-8.7019
891,267.0053,46.8688,-8.4285
892,273.0087,46.9746,-8.2026
893,279.0067,47.0905,-7.9377
894,285.0822,47.2094,-7.8380
895,291.1155,47.3105,-7.6089
896,297.1939,47.4210,-7.4627
897,303.2043,47.5451,-7.1290
898,309.2700,47.6608,-6.9025
899,315.3634,47.7858,-6.7158
900,321.4496,47.8997,-6.4875
901,327.5228,48.0105,-6.2051
902,333.6449,48.1191,-6.0103
903,339.7912,48.2504,-5.8445
904,345.8941,48.3484,-5.5581
905,352.0352,48.4682,-5.3322
906,358.1813,48.5897,-5.0934
907,364.3603,48.7010,-4.9024
908,370.5190,48.8229,-4.6436
909,376.7375,48.9506,-4.4884
910,382.9287,49.0263,-4.2523
911,389.1604,49.1447,-4.0768
912,395.3491,49.2724,-3.7879
913,401.5461,49.3550,-3.4949
914,407.6805,49.5014,-3.0519
915,413.9968,49.6289,-2.9562
916,420.1620,49.7303,-2.5345
917,425.0017,49.6943,0.5290
918,429.9029,49.8265,3.4502
919,-358.2100,31.1273,-30.9000
920,-352.9903,31.2396,-31.1933
921,-347.7601,31.3195,-31.1904
922,-342.5238,31.4111,-31.1781
923,-337.2815,31.4953,-30.9919
924,-332.0345,31.5770,-30.8183
925,-326.7826,31.6735,-30.6483
926,-321.5261,31.7648,-30.4588
927,-316.2649,31.8600,-30.2700
928,-310.9979,31.9496,-30.1488
929,-305.7274,32.0172,-29.9404
930,-300.4538,32.0809,-29.6633
931,-295.1715,32.2064,-29.5510
932,-289.8854,32.2841,-29.3926
933,-284.5968,32.3706,-29.1527
934,-279.3003,32.4510,-29.0098
935,-274.0026,32.5448,-28.7598
936,-268.6947,32.6726,-28.6420
937,-263.3800,32.7448,-28.5556
938,-258.0741,32.8282,-28.1758
939,-252.7506,32.9072,-28.0576
940,-247.4303,32.9907,-27.7854
941,-242.1160,33.1049,-27.3378
942,-236.8126,33.1505,-26.6694
943,-231.4259,33.2742,-27.2062
944,-226.0794,33.3659,-27.0326
945,-220.7339,33.4567,-26.7732
946,-215.3745,33.5546,-26.6298
947,-210.0182,33.6301,-26.3810
948,-204.6547,33.7100,-26.1573
949,-199.2782,33.8088,-26.0217
950,-193.9116,33.8807,-25.7167
951,-188.5348,33.9715,-25.4677
952,-183.1231,34.0195,-25.5213
953,-177.7610,34.1807,-25.0167
954,-172.3511,34.2607,-24.9327
955,-166.9468,34.3608,-24.7378
956,-161.5408,34.4597,-24.5085
957,-156.1221,34.5397,-24.3414
958,-150.7031,34.6445,-24.1266
959,-145.2752,34.7434,-23.9373
960,-139.8373,34.8280,-23.7810
961,-134.4047,34.9315,-23.5360
962,-128.9722,34.9938,-23.2500
963,-123.5338,35.0357,-22.9685
964,-118.0733,35.1668,-22.8011
965,-112.5855,35.2699,-22.7788
966,-107.1395,35.3822,-22.4264
967,-101.6618,35.4867,-22.2480
968,-96.1792,35.5788,-22.0598
969,-90.6993,35.6456,-21.8164
970,-85.1899,35.7749,-21.7140
971,-79.7028,35.8721,-21.4362
972,-74.2026,35.9458,-21.2015
973,-68.6967,36.0544,-20.9619
974,-63.1413,36.1655,-20.9653
975,-57.6422,36.2517,-20.6140
976,-52.0849,36.3315,-20.5471
977,-46.5615,36.4159,-20.2594
978,-41.0279,36.5002,-19.9928
979,-35.4658,36.6081,-19.8379
980,-29.9129,36.6952,-19.6013
981,-24.3327,36.8168,-19.4642
982,-18.7733,36.9059,-19.1915
983,-13.1904,37.0211,-18.9980
984,-7.5886,37.1549,-18.8581
985,-2.0082,37.1807,-18.5877
986,3.5977,37.2816,-18.3996
987,9.2142,37.3797,-18.2254
988,14.8159,37.4948,-17.9529
989,20.4440,37.5797,-17.7643
990,26.0853,37.6705,-17.5989
991,31.7148,37.7357,-17.3518
992,37.3578,37.8377,-17.1294
993,43.0099,37.9836,-16.9115
994,48.6908,38.0582,-16.7790
995,54.3596,38.1757,-16.5655
996,60.0175,38.2606,-16.2799
997,65.6823,38.3580,-15.9925
998,71.4758,38.3596,-16.1607
999,77.1256,38.5885,-15.7532
1000,82.7990,38.6771,-15.4103
1001,88.5493,38.7649,-15.3174
1002,94.2734,38.8641,-15.0988
1003,100.0003,38.9567,-14.8612
1004,105.7496,39.0655,-14.6721
1005,111.5039,39.1590,-14.4707
1006,117.2742,39.2657,-14.2938
1007,123.0414,39.3653,-14.0773
1008,128.8078,39.4646,-13.8297
1009,134.5683,39.5682,-13.5352
1010,140.3746,39.6737,-13.3611
1011,146.1816,39.7813,-13.1602
1012,152.0449,39.8897,-13.1065
1013,157.8223,39.9766,-12.7566
1014,163.6740,40.1071,-12.6081
1015,169.5090,40.2149,-12.3805
1016,175.3673,40.2959,-12.1955
1017,181.2017,40.4072,-11.9121
1018,187.0736,40.5170,-11.7118
1019,192.9772,40.6126,-11.5757
1020,198.8783,40.7247,-11.4034
1021,204.7841,40.7975,-11.2172
1022,210.8517,40.9193,-11.4527
1023,216.5828,41.0234,-10.7269
1024,222.4769,41.1358,-10.4287
1025,228.4270,41.2513,-10.2568
1026,234.3837,41.3479,-10.0755
1027,240.3871,41.4765,-9.9900
1028,246.2984,41.5732,-9.6359
1029,252.2748,41.6727,-9.4270
1030,258.2715,41.7838,-9.2437
1031,264.2428,41.9066,-8.9698
1032,270.2682,42.0181,-8.8071
1033,276.2782,42.1184,-8.5797
1034,282.2790,42.2148,-8.3048
1035,288.3291,42.3432,-8.1251
1036,294.3617,42.4386,-7.8778
1037,300.4247,42.5368,-7.6787
1038,306.4852,42.6597,-7.4479
1039,312.5797,42.7789,-7.2721
1040,318.6592,42.8789,-7.0364
1041,324.7459,42.9894,-6.7929
1042,330.8591,43.0964,-6.5857
1043,336.9638,43.1986,-6.3350
1044,343.1220,43.3237,-6.1794
1045,349.2680,43.4374,-5.9717
1046,355.3970,43.5542,-5.7025
1047,361.5628,43.6503,-5.4906
1048,367.6996,43.7681,-5.1920
1049,373.9293,43.8858,-5.0691
1050,380.0984,43.9878,-4.7931
1051,386.2960,44.1056,-4.5542
1052,392.4993,44.2111,-4.3042
1053,398.7096,44.3191,-4.0457
1054,404.9736,44.4175,-3.8747
1055,411.1412,44.5740,-3.4836
1056,417.3304,44.6551,-3.1172
1057,423.2868,44.7839,-2.2666
1058,428.1098,44.8192,0.8290
1059,431.3604,44.7929,6.9726
1060,-360.7437,26.4971,-30.2506
1061,-355.5478,26.6206,-31.9101
1062,-350.3165,26.6746,-31.7457
1063,-345.0806,26.7753,-31.6385
1064,-339.8395,26.8645,-31.5275
1065,-334.5933,26.9304,-31.2666
1066,-329.3426,27.0337,-31.0836
1067,-324.0870,27.1086,-30.9414
1068,-318.8270,27.1899,-30.7378
1069,-313.5606,27.2905,-30.6497
1070,-308.2891,27.3822,-30.5520
1071,-303.0166,27.4543,-30.2393
1072,-297.7392,27.5315,-29.9697
1073,-292.4526,27.6247,-29.8727
1074,-287.1642,27.6936,-29.6634
1075,-281.8717,27.8027,-29.4293
1076,-276.5736,27.8735,-29.2241
1077,-271.2633,27.9713,-29.1977
1078,-265.9569,28.0565,-28.9477
1079,-260.6471,28.1376,-28.6743
1080,-255.3283,28.2217,-28.4876
1081,-250.0080,28.3113,-28.2381
1082,-244.6776,28.3877,-28.0802
1083,-239.3323,28.5066,-28.0737
1084,-234.0050,28.5696,-27.6978
1085,-228.6634,28.6637,-27.4710
1086,-223.3165,28.7470,-27.2478
1087,-217.9604,28.8346,-27.0805
1088,-212.5757,28.9536,-27.2023
1089,-207.2298,29.0267,-26.7686
1090,-201.8665,29.1196,-26.4913
1091,-196.4972,29.1785,-26.2300
1092,-191.1119,29.2705,-26.0843
1093,-185.7217,29.3486,-25.9295
1094,-180.3464,29.4409,-25.5687
1095,-174.9429,29.5540,-25.4359
1096,-169.5914,29.6606,-24.7653
1097,-164.1311,29.7221,-25.0512
1098,-158.7223,29.8127,-24.8089
1099,-153.2898,29.9085,-24.7204
1100,-147.8883,29.9923,-24.3252
1101,-142.4395,30.1042,-24.2702
1102,-137.0117,30.1706,-24.0007
1103,-131.5762,30.2352,-23.7487
1104,-126.1173,30.3668,-23.6242
1105,-120.6640,30.4380,-23.4156
1106,-115.2098,30.5295,-23.1706
1107,-109.7426,30.6257,-22.9738
1108,-104.2710,30.7022,-22.7659
1109,-98.7867,30.7990,-22.5996
1110,-93.3024,30.8881,-22.3927
1111,-87.8216,30.9859,-22.1242
1112,-82.3005,31.1015,-22.0634
1113,-76.8182,31.1824,-21.7299
1114,-71.3134,31.2740,-21.4939
1115,-65.7636,31.3774,-21.4779
1116,-60.2269,31.4670,-21.3445
1117,-54.7735,31.5361,-20.7183
1118,-49.1108,31.7256,-21.1882
1119,-43.6645,31.7043,-20.4681
1120,-38.1392,31.7600,-20.1363
1121,-32.5498,31.8998,-20.0958
1122,-26.9684,32.0026,-19.9761
1123,-21.4147,32.0859,-19.6847
1124,-15.8388,32.1835,-19.4686
1125,-10.2548,32.2927,-19.2571
1126,-4.6636,32.3610,-19.0464
1127,0.9476,32.4599,-18.8930
1128,6.5477,32.5608,-18.6558
1129,12.1806,32.6640,-18.5309
1130,17.7869,32.7624,-18.2564
1131,23.4182,32.8425,-18.0584
1132,29.0684,32.9434,-17.9076
1133,34.7072,33.0276,-17.6766
1134,40.3617,33.1200,-17.4787
1135,46.0179,33.2123,-17.2563
1136,51.6808,33.3213,-17.0297
1137,57.3506,33.4126,-16.7997
1138,63.0427,33.5090,-16.6251
1139,68.6955,33.6182,-16.2709
1140,74.4086,33.7205,-16.1151
1141,80.1307,33.7266,-15.9628
1142,85.8345,33.8988,-15.7096
1143,91.5880,33.9921,-15.6068
1144,97.3167,34.0804,-15.3845
1145,103.0683,34.1793,-15.2129
1146,108.8219,34.2881,-15.0176
1147,114.5778,34.3847,-14.8012
1148,120.3379,34.4809,-14.5702
1149,126.1213,34.5802,-14.3876
1150,131.8865,34.6770,-14.1169
1151,137.6852,34.7827,-13.9267
1152,143.4822,34.8731,-13.7026
1153,149.4268,35.0483,-13.9125
1154,155.1535,35.0757,-13.4114
1155,160.9912,35.1699,-13.2282
1156,166.7246,35.2996,-12.7006
1157,172.6524,35.4002,-12.7346
1158,178.4987,35.4799,-12.4951
1159,184.3781,35.5819,-12.3250
1160,190.2249,35.6775,-12.0329
1161,196.1210,35.8078,-11.8558
1162,202.0504,35.8873,-11.7459
1163,207.9521,35.9726,-11.5294
1164,213.9071,36.1003,-11.4330
1165,219.7793,36.1868,-11.0816
1166,225.7130,36.2965,-10.8730
1167,231.6295,36.3872,-10.5922
1168,237.6360,36.5067,-10.5242
1169,243.5462,36.5968,-10.1754
1170,249.4956,36.7227,-9.9045
1171,255.5246,36.8212,-9.8135
1172,261.4937,36.9186,-9.5422
1173,267.5093,37.0356,-9.3628
1174,273.5253,37.1334,-9.1585
1175,279.4986,37.2387,-8.8235
1176,285.3656,37.3304,-8.2063
1177,291.6284,37.4474,-8.5275
1178,297.6770,37.5466,-8.3011
1179,303.6954,37.6457,-7.9783
1180,309.7898,37.7602,-7.8110
1181,315.8731,37.8676,-7.5921
1182,321.9758,37.9689,-7.3934
1183,328.0634,38.0741,-7.1354
1184,334.1616,38.1621,-6.8778
1185,340.2848,38.2827,-6.6523
1186,346.4180,38.3943,-6.4250
1187,352.5787,38.5021,-6.2342
1188,358.7645,38.6176,-6.0737
1189,364.9054,38.7262,-5.7913
1190,370.9874,38.8254,-5.3603
1191,377.2598,38.9319,-5.3134
1192,383.4665,39.0537,-5.1013
1193,389.6904,39.1600,-4.9018
1194,395.8790,39.2805,-4.6056
1195,402.1612,39.3554,-4.4798
1196,408.3498,39.5256,-4.1378
1197,414.5698,39.5827,-3.8397
1198,420.7487,39.7062,-3.4370
1199,426.1631,39.7613,-1.5024
1200,430.1219,39.6903,3.2817
1201,-363.2543,21.8486,-28.5313
1202,-358.0918,21.8879,-31.6159
1203,-352.8712,22.0142,-32.0730
1204,-347.6393,22.1084,-32.2468
1205,-342.3976,22.2192,-31.8842
1206,-337.1529,22.2848,-31.7792
1207,-331.9032,22.3647,-31.5504
1208,-326.6488,22.4436,-31.3855
1209,-321.3895,22.5373,-31.2239
1210,-316.1248,22.6412,-31.0950
1211,-310.8563,22.6930,-30.8895
1212,-305.5792,22.7982,-30.8856
1213,-300.3032,22.8788,-30.5630
1214,-295.0231,22.9567,-30.2521
1215,-289.7323,23.0367,-30.1683
1216,-284.4390,23.1260,-29.9892
1217,-279.1427,23.2195,-29.7565
1218,-273.8353,23.3001,-29.6876
1219,-268.5308,23.3784,-29.4155
1220,-263.2221,23.4652,-29.1396
1221,-257.9037,23.5485,-28.9705
1222,-252.5816,23.6275,-28.7737
1223,-247.2529,23.7268,-28.6031
1224,-241.9258,23.8004,-28.3210
1225,-236.5850,23.8818,-28.1811
1226,-231.2461,23.9590,-27.9323
1227,-225.8949,24.0494,-27.7883
1228,-220.5442,24.1471,-27.5626
1229,-215.1596,24.2395,-27.7063
1230,-209.8106,24.3137,-27.3200
1231,-204.4537,24.4035,-26.9803
1232,-199.0771,24.4979,-26.8124
1233,-193.6889,24.5864,-26.7100
1234,-188.3064,24.6768,-26.4838
1235,-182.9278,24.7443,-26.1662
1236,-177.5381,24.8096,-25.9104
1237,-172.1736,24.9434,-25.3675
1238,-166.7313,24.9874,-25.5064
1239,-161.3156,25.0901,-25.3385
1240,-155.8965,25.1687,-25.1493
1241,-150.4678,25.2392,-24.9909
1242,-145.0504,25.3334,-24.6927
1243,-139.6159,25.4330,-24.4875
1244,-134.1868,25.4815,-24.1979
1245,-128.7393,25.5883,-24.0038
1246,-123.2832,25.6816,-23.8288
1247,-117.8174,25.7659,-23.6785
1248,-112.3527,25.8481,-23.4759
1249,-106.8831,25.9433,-23.2652
1250,-101.4081,26.0325,-23.0490
1251,-95.9166,26.1295,-22.8996
1252,-90.4205,26.2242,-22.7368
1253,-84.9239,26.3217,-22.5367
1254,-79.4356,26.4030,-22.2488
1255,-73.9308,26.4980,-22.0227
1256,-68.4252,26.5792,-21.7648
1257,-62.8004,26.6519,-22.1416
1258,-57.3598,26.7548,-21.4451
1259,-51.8577,26.8548,-21.0630
1260,-46.2759,26.9436,-21.0743
1261,-40.7299,27.0041,-20.8563
1262,-35.1719,27.1034,-20.6648
1263,-29.6227,27.2070,-20.3936
1264,-24.0531,27.2768,-20.1913
1265,-18.4656,27.3646,-20.0408
1266,-12.9147,27.4451,-19.6814
1267,-7.2985,27.5667,-19.5974
1268,-1.7105,27.6576,-19.3476
1269,3.9182,27.7476,-19.2492
1270,9.5380,27.8183,-19.0758
1271,15.1412,27.9153,-18.7967
1272,20.7705,28.0105,-18.5990
1273,26.3968,28.0983,-18.3571
1274,32.0429,28.1929,-18.1664
1275,37.6916,28.2861,-17.9546
1276,43.3548,28.3638,-17.7702
1277,49.0689,28.4412,-17.7564
1278,54.6744,28.5541,-17.2810
1279,60.3746,28.6509,-17.1478
1280,66.0529,28.7414,-16.8987
1281,71.7436,28.8265,-16.6672
1282,77.4689,28.9303,-16.5339
1283,83.2124,29.0251,-16.4349
1284,88.8896,29.1201,-16.0654
1285,94.6166,29.2105,-15.8469
1286,100.3559,29.3092,-15.6424
1287,106.1289,29.4082,-15.5245
1288,111.8861,29.5013,-15.3218
1289,117.6321,29.5917,-15.0525
1290,123.4123,29.6978,-14.8687
1291,129.1970,29.7898,-14.6712
1292,135.0077,29.8822,-14.5286
1293,140.8137,29.9745,-14.3412
1294,146.6261,30.0525,-14.1457
1295,152.4265,30.1647,-13.8836
1296,158.2453,30.2766,-13.6515
1297,164.0880,30.3684,-13.4653
1298,169.9070,30.4785,-13.1793
1299,175.7836,30.5539,-13.0393
1300,181.6406,30.6560,-12.8125
1301,187.5112,30.7481,-12.5984
1302,193.3167,30.8742,-12.1696
1303,199.1606,30.9587,-11.8283
1304,205.2713,31.0879,-12.2118
1305,211.1514,31.2174,-11.9148
1306,217.0516,31.2606,-11.6495
1307,222.9564,31.3510,-11.3709
1308,228.9081,31.4432,-11.1930
1309,234.8500,31.5618,-10.9618
1310,240.8071,31.6482,-10.7456
1311,246.7787,31.7419,-10.5406
1312,252.7527,31.8470,-10.3157
1313,258.7568,31.9433,-10.1422
1314,264.7344,32.0408,-9.8752
1315,270.7583,32.1462,-9.6994
1316,276.7705,32.2563,-9.4680
1317,282.7739,32.3574,-9.1904
1318,288.8274,32.4205,-9.0109
1319,294.9028,32.5459,-8.8571
1320,300.9537,32.6545,-8.6193
1321,307.0538,32.7669,-8.4727
1322,313.1338,32.8488,-8.2535
1323,319.1942,32.9568,-7.9641
1324,325.2967,33.0628,-7.7477
1325,331.4102,33.1570,-7.5322
1326,337.5215,33.2617,-7.2871
1327,343.6681,33.3727,-7.0967
1328,349.8150,33.4673,-6.8826
1329,355.9420,33.5593,-6.6009
1330,362.2442,33.6737,-6.6759
1331,368.3064,33.7804,-6.2065
1332,374.5464,33.8685,-6.0964
1333,380.6953,33.9950,-5.7681
1334,386.9377,34.0889,-5.6143
1335,393.0895,34.2212,-5.2475
1336,399.3646,34.3231,-5.1140
1337,405.4404,34.4060,-4.5497
1338,411.8960,34.5125,-4.7357
1339,418.1923,34.5985,-4.5729
1340,424.3517,34.6534,-4.1144
1341,428.8681,34.8850,-0.3969
1342,-360.6225,17.2922,-30.6608
1343,-355.4296,17.4225,-32.6627
1344,-350.1949,17.4389,-32.4300
1345,-344.9564,17.5514,-32.2978
1346,-339.7131,17.6400,-32.2373
1347,-334.4644,17.7166,-32.0670
1348,-329.2110,17.8043,-31.8744
1349,-323.9536,17.8809,-31.5855
1350,-318.6888,17.9738,-31.6103
1351,-313.4223,18.0360,-31.3260
1352,-308.1483,18.1165,-31.2292
1353,-302.8701,18.2019,-31.0759
1354,-297.5882,18.2813,-30.8669
1355,-292.3007,18.3682,-30.6917
1356,-287.0083,18.4587,-30.5125
1357,-281.7138,18.5265,-30.2547
1358,-276.4120,18.6109,-30.0692
1359,-271.1020,18.6879,-29.9631
1360,-265.7996,18.7740,-29.5635
1361,-260.4767,18.8626,-29.5147
1362,-255.1553,18.9484,-29.3226
1363,-249.8317,19.0301,-29.0777
1364,-244.5041,19.1031,-28.8214
1365,-239.1667,19.1776,-28.6464
1366,-233.8278,19.2712,-28.4152
1367,-228.4760,19.3485,-28.2983
1368,-223.1237,19.4448,-28.1102
1369,-217.7741,19.5322,-27.8165
1370,-212.4109,19.6015,-27.6364
1371,-207.0464,19.6844,-27.4074
1372,-201.6664,19.7903,-27.2965
1373,-196.2890,19.8552,-27.0913
1374,-190.9095,19.9133,-26.8522
1375,-185.5104,20.0247,-26.7587
1376,-180.1308,20.0891,-26.4125
1377,-174.7401,20.1535,-26.1285
1378,-169.3229,20.2608,-26.0436
1379,-163.9143,20.3550,-25.8231
1380,-158.5029,20.4332,-25.5796
1381,-153.0659,20.5134,-25.5063
1382,-147.6585,20.5938,-25.1364
1383,-142.2284,20.6870,-24.9097
1384,-136.7732,20.7605,-24.8331
1385,-131.3305,20.8715,-24.6115
1386,-125.8812,20.9444,-24.3956
1387,-120.4237,21.0384,-24.1958
1388,-114.9770,21.1122,-23.8794
1389,-109.4991,21.2048,-23.7378
1390,-104.0180,21.2739,-23.5742
1391,-98.5397,21.3646,-23.3501
1392,-93.0502,21.4572,-23.1580
1393,-87.5337,21.4887,-23.0942
1394,-82.0601,21.6237,-22.7247
1395,-76.5583,21.7068,-22.4919
1396,-71.0452,21.8046,-22.2875
1397,-65.5120,21.9155,-22.1601
1398,-59.9902,21.9754,-21.9302
1399,-54.4653,22.0360,-21.6821
1400,-48.9207,22.1212,-21.5044
1401,-43.3585,22.2121,-21.3826
1402,-37.8022,22.3092,-21.1912
1403,-32.2664,22.3738,-20.8624
1404,-26.6721,22.4815,-20.7925
1405,-21.1053,22.5682,-20.5496
1406,-15.5253,22.6513,-20.3378
1407,-9.9471,22.7419,-20.0842
1408,-4.3382,22.8217,-19.9406
1409,1.3493,23.0010,-20.1166
1410,6.8705,23.0016,-19.5086
1411,12.4842,23.1000,-19.2852
1412,18.1082,23.1895,-19.0750
1413,23.7480,23.2802,-18.9000
1414,29.3884,23.3535,-18.6949
1415,35.0333,23.4445,-18.4764
1416,40.7008,23.5464,-18.3190
1417,46.3595,23.6017,-18.0941
1418,52.0279,23.7095,-17.8762
1419,57.7091,23.8166,-17.6778
1420,63.3912,23.8888,-17.4525
1421,69.0943,23.9754,-17.2760
1422,74.7914,24.0783,-17.0463
1423,80.5269,24.1700,-16.9281
1424,86.2302,24.2661,-16.6612
1425,91.9476,24.3464,-16.4167
1426,97.6875,24.4375,-16.2226
1427,103.4140,24.5160,-15.9528
1428,109.0997,24.6482,-15.5151
1429,114.9578,24.7268,-15.6374
1430,120.6922,24.7985,-15.3099
1431,126.4974,24.9111,-15.1894
1432,132.3098,24.9921,-15.0621
1433,138.1065,25.0804,-14.8537
1434,143.9108,25.1660,-14.6415
1435,149.7229,25.2662,-14.4252
1436,155.5360,25.3600,-14.1843
1437,161.3794,25.4584,-14.0091
1438,167.2669,25.5355,-13.9388
1439,173.0839,25.6442,-13.6268
1440,178.9306,25.7378,-13.3773
1441,184.8025,25.8239,-13.1754
1442,190.7046,25.9167,-13.0331
1443,196.5221,25.9977,-12.6206
1444,202.2398,26.1266,-11.9035
1445,208.3799,26.2149,-12.3506
1446,214.2844,26.3171,-12.1058
1447,220.2423,26.4015,-11.9813
1448,226.1591,26.5119,-11.7168
1449,232.0965,26.6434,-11.4820
1450,238.1860,26.6921,-11.6249
1451,244.0831,26.7920,-11.2298
1452,250.0206,26.8927,-10.9173
1453,256.0372,26.9855,-10.7839
1454,262.0478,27.0673,-10.6079
1455,268.0536,27.1728,-10.3929
1456,274.1117,27.2786,-10.2828
1457,280.1220,27.3733,-10.0274
1458,286.1919,27.4586,-9.8931
1459,292.2566,27.5381,-9.7193
1460,298.3240,27.6394,-9.5258
