# Name : VHPS_140_140_3.5_T3
# Stage: 151
# Units: length:mm angle:deg 
id,x,y,z
156,-46.0615,65.0058,-19.9452
157,-40.4970,65.1266,-19.9128
158,-35.0183,65.1473,-19.5244
159,-29.3714,65.3916,-19.7084
160,-23.9170,65.5212,-18.9867
161,-18.3378,65.6102,-18.8834
162,-12.7189,65.7261,-18.9173
163,-7.2948,65.8401,-17.9617
164,-1.6171,65.9970,-18.1844
165,3.8696,66.0757,-17.5765
166,9.5751,66.2673,-17.9351
167,15.0822,66.3569,-17.1432
168,20.5948,66.4335,-16.4958
169,26.3770,66.5654,-17.0296
170,31.8863,66.5908,-16.2523
171,37.5260,66.7929,-16.1770
172,43.0697,66.8680,-15.5513
173,48.7240,66.9831,-15.3635
174,54.4256,67.1122,-15.3306
175,60.0743,67.2386,-15.0365
176,65.7549,67.3785,-14.9422
177,71.4498,67.4963,-14.7060
178,77.0963,67.5734,-14.4206
179,82.8558,67.7317,-14.3174
180,88.4620,67.8409,-13.8422
181,94.1803,67.9442,-13.5181
182,99.8835,68.0692,-13.3423
183,105.6223,68.1835,-13.2391
184,111.3757,68.3184,-12.9926
185,117.1014,68.4510,-12.7513
186,122.8674,68.5182,-12.5331
187,128.6245,68.6647,-12.3636
188,134.4434,68.8016,-12.1433
189,140.1868,68.9323,-11.9179
190,145.9785,69.0375,-11.7307
191,151.7670,69.1688,-11.5043
192,157.5643,69.2970,-11.2735
193,163.3761,69.4267,-11.0083
194,169.1965,69.5427,-10.7775
195,175.0463,69.6693,-10.5464
196,180.8742,69.7874,-10.3190
197,186.7081,69.9762,-9.9776
198,192.6836,69.9997,-9.7573
199,198.4264,70.1450,-9.5827
200,204.3670,70.2871,-9.4489
201,210.2275,70.4220,-9.2403
202,216.1314,70.5531,-9.0264
203,222.0431,70.6539,-8.7947
204,227.9506,70.7869,-8.5086
205,233.8702,70.8994,-8.4120
206,239.8169,71.0285,-8.0452
207,245.7807,71.1736,-7.8837
208,251.7364,71.2720,-7.6377
209,257.7126,71.4342,-7.4414
210,263.6930,71.5629,-7.1635
211,269.6828,71.6747,-6.9941
212,275.6469,71.8191,-6.6911
213,281.6626,71.9670,-6.4836
214,287.7467,72.0567,-6.3476
215,293.6925,72.2107,-6.0550
216,299.7810,72.3406,-5.7171
217,305.7943,72.4762,-5.5749
218,311.8979,72.5959,-5.4654
219,317.9481,72.7401,-5.1184
220,324.0176,72.8543,-4.8542
221,330.1089,72.9896,-4.6038
222,336.2010,73.1191,-4.3479
223,342.3022,73.2503,-4.1490
224,348.3885,73.3879,-3.9124
225,354.5848,73.5238,-3.6629
226,360.7713,73.6842,-3.4717
227,366.7905,73.7975,-3.0384
228,373.0710,73.9333,-3.0504
229,379.2057,74.0399,-2.6520
230,385.3984,74.2179,-2.4305
231,391.5876,74.3165,-2.1527
232,397.7791,74.4874,-1.8540
233,404.0991,74.4054,-1.6919
234,410.3226,74.6059,-1.8662
235,416.2362,74.8241,-0.7070
236,422.1941,75.0907,0.0449
237,426.7671,74.9569,3.7094
238,-280.9601,55.5312,-30.3846
239,-275.6703,55.7389,-32.0425
240,-270.5370,55.8333,-33.0329
241,-264.9267,55.8909,-30.2935
242,-259.5486,55.9283,-27.5215
243,-254.4854,56.1381,-28.2160
246,-238.3894,56.4539,-28.6009
247,-233.0462,56.6319,-29.0045
248,-227.8119,56.6266,-27.5912
249,-222.4465,56.7439,-27.0082
251,-201.0333,57.2248,-27.1334
252,-195.7096,57.4209,-26.0961
253,-190.4048,57.4165,-25.2489
254,-185.0096,57.5188,-25.4802
255,-179.5763,57.6837,-25.6061
256,-174.2447,57.6893,-24.7516
257,-168.8504,57.9196,-24.8347
258,-163.4183,58.0147,-24.6703
259,-158.0298,58.1168,-24.1006
260,-152.6512,58.2570,-23.9890
261,-147.2385,58.3785,-23.7838
262,-141.8326,58.4480,-23.4729
263,-136.4015,58.5384,-23.3525
264,-130.8273,58.6414,-24.2772
265,-125.4573,58.8425,-23.3960
266,-120.1253,58.8611,-22.4250
267,-114.6883,58.9902,-22.2275
268,-109.2491,59.1213,-21.7992
269,-103.8292,59.1258,-21.5290
270,-98.3259,59.2539,-21.4225
271,-92.9450,59.2970,-20.7581
272,-87.4183,59.4076,-20.7777
273,-81.8865,59.9372,-20.8769
274,-76.2880,59.9755,-21.6982
275,-70.9133,59.8521,-20.4835
276,-65.4342,59.8972,-20.0667
277,-59.9340,60.0377,-19.8597
278,-54.4097,60.1327,-19.5982
279,-48.8900,60.2602,-19.3353
280,-43.3926,60.3429,-19.0095
281,-37.8266,60.4704,-19.0021
282,-32.3017,60.5784,-18.7471
283,-26.7503,60.7161,-18.5264
284,-21.1628,60.8492,-18.4846
285,-15.6260,60.9464,-18.1056
286,-10.0657,61.0405,-17.8680
287,-4.4787,61.1494,-17.6843
288,1.1417,61.2876,-17.6866
289,6.7067,61.3907,-17.2305
290,12.2793,61.4997,-17.0209
291,17.8687,61.6498,-16.7022
292,23.4582,61.7471,-16.2204
293,29.1455,61.8772,-16.4167
294,34.7669,61.9545,-16.2521
295,40.2904,62.1137,-15.2189
296,46.0442,62.0861,-15.4296
297,51.7089,62.2993,-15.6723
298,57.3522,62.3986,-15.4002
299,63.0247,62.5111,-15.2013
300,68.7228,62.6385,-15.0041
301,74.4039,62.7366,-14.7990
302,80.0907,62.8421,-14.5723
303,85.7892,62.9889,-14.3118
304,91.5135,63.1160,-14.0908
305,97.2471,63.2551,-13.9731
306,102.9659,63.3251,-13.7763
307,108.6512,63.4282,-13.4928
308,114.4259,63.5986,-13.3363
309,120.1888,63.6933,-13.0809
310,125.9379,63.7881,-12.8755
311,131.7149,63.9237,-12.6518
312,137.4916,64.0482,-12.4512
313,143.2879,64.1591,-12.3030
314,149.0856,64.2634,-12.0603
315,154.8862,64.4097,-11.8633
316,160.6284,64.5535,-11.6377
317,166.5440,64.6500,-11.3464
318,172.3548,64.7636,-11.2285
319,178.2143,64.8810,-10.9913
320,184.0323,64.9636,-10.7010
321,189.8126,65.1043,-10.5029
322,195.7102,65.2365,-10.2700
323,201.6915,65.3731,-10.0961
324,207.5526,65.4928,-9.8942
325,213.4400,65.6164,-9.6529
326,219.3686,65.7446,-9.4853
327,225.2587,65.8663,-9.1780
328,231.1996,65.9692,-8.9863
329,237.1232,66.1061,-8.7933
330,243.0735,66.2224,-8.5478
331,249.0292,66.3303,-8.2874
332,254.9958,66.4642,-8.0665
333,260.8993,66.6210,-7.6256
334,266.8878,66.6472,-7.5591
335,272.9445,66.8354,-7.4156
336,278.9397,66.9817,-7.1416
337,284.9699,67.1066,-6.8453
338,290.9586,67.2167,-6.6364
339,297.0557,67.3393,-6.5218
340,303.0222,67.4521,-6.1216
341,309.1067,67.5938,-6.0044
342,315.2046,67.7277,-5.7969
343,321.2961,67.8458,-5.5629
344,327.3584,67.9721,-5.2786
345,333.4655,68.1236,-5.0876
346,339.4979,68.2249,-4.6762
347,345.6551,68.3766,-4.5699
348,351.8324,68.5008,-4.3852
349,357.9160,68.6088,-3.9551
350,364.1275,68.7456,-3.8359
351,370.2765,68.8942,-3.5691
352,376.4055,69.0083,-3.2555
353,382.6198,69.1381,-3.0742
354,388.8617,69.2800,-2.9006
355,394.9557,69.3858,-2.4394
356,401.2128,69.5265,-2.2898
357,407.3539,69.6645,-1.9153
358,413.4743,69.8574,-1.4899
359,419.7875,69.8972,-1.3641
360,-362.2106,49.6195,-29.6863
361,-346.5797,49.9980,-33.0941
362,-341.4552,50.0395,-31.5115
363,-336.1374,50.1768,-31.4994
364,-330.8976,50.2877,-31.2368
365,-325.6331,50.3770,-31.1226
366,-320.3738,50.4706,-30.4978
367,-315.1835,50.5241,-30.2207
368,-309.8736,50.6398,-30.2146
369,-304.6276,50.6915,-29.5339
370,-299.3894,50.7812,-29.7826
371,-294.0795,50.8950,-28.7617
372,-288.8057,50.9882,-28.7326
373,-283.5533,51.0933,-28.6408
374,-278.2608,51.2434,-28.8134
375,-272.9244,51.2807,-28.2906
376,-267.6655,51.4181,-28.5416
377,-262.3885,51.5328,-27.7151
378,-257.0977,51.5835,-27.4843
379,-251.8217,51.7445,-27.5021
380,-246.4150,51.9018,-27.5882
381,-241.1026,51.9598,-27.0552
382,-235.8110,51.9727,-26.7935
383,-230.5010,52.0660,-26.1920
384,-225.1600,52.1872,-26.2777
385,-219.8143,52.2598,-26.0241
386,-214.4522,52.4013,-25.9140
388,-203.7783,52.5796,-25.4106
389,-198.4241,52.7296,-25.2324
390,-193.0369,52.7990,-24.9809
391,-187.6619,52.8804,-24.8693
392,-182.2984,52.9759,-24.6037
393,-176.9092,53.1163,-24.4289
394,-171.5569,53.2160,-23.8813
395,-166.1311,53.3453,-24.1803
396,-160.7469,53.4184,-23.7882
397,-155.3091,53.5447,-23.7072
398,-149.9058,53.6737,-23.4832
399,-144.5037,53.7324,-23.2122
400,-139.0832,53.8459,-23.1116
401,-133.6674,53.9540,-22.8809
402,-128.1188,54.1077,-23.4459
403,-122.7931,54.2612,-22.4234
404,-117.3563,54.2882,-22.1545
405,-111.8988,54.3443,-22.0316
406,-106.4584,54.4359,-21.7811
407,-101.0333,54.4803,-21.4204
408,-95.5030,54.6041,-21.3723
409,-90.0611,54.7181,-21.0554
410,-84.5755,54.8687,-21.0190
411,-79.0899,54.9759,-20.7565
412,-73.5664,55.0470,-20.6013
413,-68.0868,55.1578,-20.4029
414,-62.5535,55.2978,-20.2281
415,-57.0546,55.3916,-20.0068
416,-51.5417,55.5158,-19.8218
417,-46.0545,55.5996,-19.4534
418,-40.4891,55.7282,-19.5419
419,-34.9315,55.8422,-19.4239
420,-29.3940,55.9274,-18.8840
421,-23.8263,56.0312,-18.8582
422,-18.2636,56.0924,-18.5863
423,-12.6761,56.2443,-18.4569
424,-7.0888,56.3625,-18.3169
425,-1.5262,56.4594,-18.0797
426,4.0761,56.5452,-17.8173
427,9.6549,56.6818,-17.6640
428,15.2768,56.8061,-17.4238
429,20.9351,56.9166,-17.5055
430,26.5194,57.0133,-17.1217
431,32.1516,57.1296,-16.8458
432,37.7403,57.2015,-16.6994
433,43.4301,57.3386,-16.5811
434,49.0636,57.4442,-16.2388
435,54.7405,57.5753,-16.0587
436,60.3913,57.6774,-15.8264
437,66.0855,57.7904,-15.6388
438,71.7690,57.9287,-15.4194
439,77.4577,58.0250,-15.2175
440,83.1519,58.1148,-14.9696
441,88.8540,58.2360,-14.7284
442,94.5604,58.3727,-14.5951
443,100.3106,58.4760,-14.4201
444,106.0460,58.5830,-14.1640
445,111.7715,58.6905,-13.9240
446,117.5208,58.8121,-13.7587
447,123.2869,58.9199,-13.5746
448,129.0566,58.9941,-13.3785
449,134.8306,59.2171,-13.1199
450,140.5993,59.2655,-12.8566
451,146.3958,59.4057,-12.6306
452,152.2165,59.4742,-12.4459
453,158.0133,59.6206,-12.1711
454,163.9135,59.7445,-11.9539
455,169.6893,59.8410,-11.8442
456,175.5430,59.9582,-11.6198
457,181.3655,60.0816,-11.4007
458,187.2264,60.1949,-11.1854
459,193.0866,60.3151,-10.9749
460,198.9614,60.4354,-10.7126
461,204.8101,60.5530,-10.4207
462,210.7135,60.6549,-10.2446
463,216.6226,60.7776,-10.0240
464,222.5490,60.9062,-9.8674
465,228.4718,61.0204,-9.5879
466,234.3945,61.1560,-9.3350
467,240.3306,61.2655,-9.1030
468,246.3030,61.3852,-8.9173
469,252.2431,61.4952,-8.6373
470,258.2101,61.6193,-8.3894
471,264.2160,61.7330,-8.2421
472,270.1809,61.8607,-7.9664
473,276.1871,61.9906,-7.7482
474,282.2178,62.1169,-7.5152
475,288.2377,62.2419,-7.3182
476,294.2440,62.3406,-7.0413
477,300.2992,62.4714,-6.7834
478,306.3396,62.5685,-6.5478
479,312.3883,62.7131,-6.2937
480,318.4887,62.8396,-6.0930
481,324.5829,62.9665,-5.8547
482,330.6726,63.0827,-5.6106
483,336.7694,63.1953,-5.3186
484,342.8521,63.3354,-5.0447
485,348.9874,63.4710,-4.8692
486,355.1263,63.5916,-4.6147
487,361.2493,63.7239,-4.3090
488,367.4308,63.8333,-4.0701
489,373.5832,63.9493,-3.7876
490,379.7759,64.0894,-3.5872
491,385.9782,64.1660,-3.3204
492,392.2488,64.3819,-3.2558
493,398.3910,64.4525,-2.8898
494,404.5118,64.6244,-2.3773
495,410.9190,64.7465,-2.3906
496,417.0494,64.6731,-2.2645
497,-364.6314,45.0725,-26.5500
498,-359.5767,45.1077,-31.1618
499,-354.3470,45.1781,-30.9837
500,-349.1590,45.2726,-30.5864
501,-343.9010,45.3861,-30.6049
502,-338.6852,45.4737,-30.2198
503,-333.4452,45.6130,-30.2158
504,-328.2247,45.7028,-30.1381
505,-322.9636,45.8035,-29.9166
506,-317.7258,45.8834,-29.6813
507,-312.4584,45.9793,-29.7321
508,-307.1995,46.0678,-29.3846
509,-301.8985,46.1210,-28.8311
510,-296.6129,46.2326,-28.8353
511,-291.3677,46.3843,-28.5606
512,-286.1010,46.4408,-28.4412
513,-280.8153,46.5706,-28.3998
514,-275.5360,46.6503,-28.3346
515,-270.2763,46.7445,-27.9776
516,-264.9617,46.8633,-27.9601
517,-259.6568,46.9335,-27.6690
518,-254.3780,47.0430,-27.3843
519,-249.0415,47.1115,-27.1738
520,-243.6939,47.2486,-27.0834
521,-238.3855,47.3284,-26.9574
522,-233.0596,47.3836,-26.7792
523,-227.7498,47.5033,-26.5851
524,-222.4041,47.6058,-26.4279
525,-217.0531,47.7225,-26.1927
526,-211.6991,47.8153,-25.9429
527,-206.3612,47.8895,-25.7582
528,-201.0105,47.9982,-25.5760
529,-195.6394,48.1771,-25.4597
530,-190.2644,48.2113,-25.2003
531,-184.8862,48.2748,-25.0355
532,-179.4915,48.3933,-24.7999
533,-174.1199,48.5082,-24.5979
534,-168.7258,48.5557,-24.4481
535,-163.3533,48.6831,-24.3422
536,-157.9341,48.8066,-24.1172
537,-152.5141,48.9250,-23.8985
538,-147.1002,49.0165,-23.7593
539,-141.6883,49.1343,-23.5218
540,-136.2676,49.2066,-23.2226
541,-130.8156,49.2960,-23.1632
542,-125.3875,49.3994,-22.8974
543,-119.9505,49.5046,-22.7032
544,-114.4921,49.6082,-22.5206
545,-109.0172,49.7343,-22.4948
546,-103.6176,49.7721,-21.7999
547,-98.1781,49.8916,-21.4020
548,-92.6261,49.9986,-21.8501
549,-87.1507,50.0748,-21.6600
550,-81.6661,50.1814,-21.3818
551,-76.1711,50.3022,-21.1210
552,-70.6749,50.4355,-21.0516
553,-65.1571,50.5063,-20.8309
554,-59.6651,50.6039,-20.6132
555,-54.1421,50.7126,-20.3972
556,-48.6070,50.8371,-20.1691
557,-43.0900,50.9274,-20.0253
558,-37.5440,51.0174,-19.8320
559,-31.9758,51.1539,-19.6314
560,-26.4393,51.2300,-19.3892
561,-20.8545,51.3977,-19.1658
562,-15.2899,51.4420,-18.9868
563,-9.7172,51.5651,-18.8390
564,-4.1293,51.6554,-18.7084
565,1.4469,51.7515,-18.4822
566,7.0398,51.8848,-18.2151
567,12.6531,51.9920,-18.0596
568,18.2470,52.0995,-17.8341
569,23.8791,52.2453,-17.7146
570,29.5155,52.2977,-17.4548
571,35.1143,52.3764,-17.1844
572,40.7449,52.4307,-16.8019
573,46.4300,52.6114,-16.7921
574,52.0842,52.7279,-16.5929
575,57.7486,52.8279,-16.3774
576,63.4143,52.9608,-16.1920
577,69.1253,53.0304,-15.9610
578,74.8000,53.1641,-15.8336
579,80.4749,53.2621,-15.5594
580,86.1916,53.3677,-15.3231
581,91.9199,53.4945,-15.1868
582,97.6024,53.6163,-14.9966
583,103.3594,53.7002,-14.7169
584,109.0981,53.8117,-14.4981
585,114.8549,53.9309,-14.3194
586,120.5992,54.0242,-14.0564
587,126.3754,54.1539,-13.8784
588,132.1248,54.2783,-13.6808
589,137.9325,54.3768,-13.5081
590,143.7396,54.4737,-13.2527
591,149.5613,54.6043,-13.2021
592,155.3051,54.7109,-12.6352
593,161.1491,54.8111,-12.5695
594,166.9934,54.9139,-12.3887
595,172.8015,55.0317,-12.1117
596,178.6544,55.1640,-11.9299
597,184.4867,55.2713,-11.6812
598,190.3495,55.3769,-11.4674
599,196.2122,55.5051,-11.2200
600,202.1006,55.6119,-10.9972
601,208.0119,55.7331,-10.8188
602,213.8935,55.8572,-10.5844
603,219.8058,55.9534,-10.3348
604,225.7159,56.0664,-10.1345
605,231.6577,56.1746,-9.9364
606,237.8102,56.2718,-9.2256
607,243.3600,56.3504,-9.1510
608,249.4949,56.5555,-9.2267
609,255.4766,56.6736,-8.9455
610,261.4609,56.7840,-8.7715
611,267.3510,56.8567,-8.4308
612,273.4725,56.9740,-8.2850
613,279.4528,57.1435,-8.1291
614,285.4612,57.2438,-7.8697
615,291.5428,57.3566,-7.6337
616,297.6068,57.4900,-7.3111
617,303.5944,57.6224,-7.1419
618,309.6216,57.7023,-6.8680
619,315.6931,57.8256,-6.6140
620,321.7796,57.9472,-6.3913
621,327.8462,58.0647,-6.1083
622,333.9472,58.1885,-5.8744
623,340.0618,58.3278,-5.5881
624,346.1855,58.4220,-5.4233
625,352.3206,58.5800,-5.1710
626,358.5185,58.6839,-5.0189
627,364.6530,58.7884,-4.7558
628,370.7965,58.9318,-4.4129
629,376.9612,59.0244,-4.1697
630,383.1472,59.1765,-3.9393
631,389.2586,59.2982,-3.5165
632,395.5270,59.3875,-3.3860
633,401.7090,59.5214,-3.0464
634,407.8825,59.5436,-2.7338
635,414.1849,59.7411,-2.5210
636,420.1691,59.8466,-1.7698
637,-362.0600,40.4414,-28.4369
638,-356.9219,40.4255,-31.5402
639,-351.7215,40.6330,-30.9363
640,-346.4975,40.7829,-30.9249
641,-341.2245,40.8650,-30.6655
642,-335.9955,40.9453,-30.5933
643,-330.7361,41.0436,-30.3951
644,-325.5156,41.1379,-30.2881
645,-320.2553,41.2348,-30.1130
646,-314.9977,41.3295,-29.8943
647,-309.7707,41.4185,-29.8366
648,-304.5007,41.5241,-29.5788
649,-299.2105,41.6053,-29.4510
650,-293.9374,41.6820,-29.2720
651,-288.6683,41.6854,-29.1793
652,-283.3687,41.8697,-28.8328
653,-278.1025,41.9470,-28.7560
654,-272.8112,42.0842,-28.5819
655,-267.5096,42.1664,-28.4083
656,-262.2246,42.2622,-28.1128
657,-256.9119,42.3597,-27.9320
658,-251.5749,42.4588,-27.7373
659,-246.2822,42.5413,-27.6268
660,-240.9305,42.6342,-27.4292
661,-235.6255,42.7495,-27.2903
662,-230.3193,42.8329,-27.0611
663,-224.9688,42.9215,-26.8917
664,-219.6301,43.0297,-26.8104
665,-214.2849,43.1083,-26.6407
666,-208.9252,43.2173,-26.5732
667,-203.5813,43.3079,-26.2806
668,-198.2039,43.3847,-25.9655
669,-192.8389,43.4794,-25.5824
670,-187.4581,43.5946,-25.5977
671,-182.0733,43.6845,-25.3723
672,-176.6995,43.7468,-25.1938
673,-171.3178,43.8684,-25.0126
674,-165.9079,43.9726,-24.9079
675,-160.5086,44.0949,-24.8094
676,-155.0946,44.1947,-24.5179
677,-149.6814,44.2942,-24.3718
678,-144.2602,44.3834,-24.1539
679,-138.8290,44.4866,-23.9843
680,-133.4134,44.5957,-23.7962
681,-127.9618,44.6477,-23.5688
682,-122.5213,44.7784,-23.3880
683,-117.0836,44.8444,-23.1248
684,-111.6303,44.9388,-22.9571
685,-106.1855,45.0577,-22.7328
686,-100.7224,45.1556,-22.5420
687,-95.2548,45.2804,-22.3442
688,-89.7408,45.3818,-22.2124
689,-84.2857,45.4393,-22.0768
690,-78.7816,45.5466,-21.7288
691,-73.2793,45.6805,-21.6376
692,-67.8267,45.7214,-21.2777
693,-62.2698,45.8438,-21.1897
694,-56.7588,45.9588,-20.9597
695,-51.2495,46.0906,-20.5320
696,-45.6668,46.1404,-20.8010
697,-40.1566,46.2288,-20.3250
698,-34.6018,46.3540,-20.2094
699,-29.0711,46.4641,-20.0586
700,-23.4946,46.5373,-19.8125
701,-17.9345,46.6445,-19.5583
702,-12.3544,46.7501,-19.3482
703,-6.7945,46.8550,-19.1533
704,-1.2184,46.9498,-18.9425
705,4.4004,47.0687,-18.7681
706,9.9939,47.1644,-18.5022
707,15.6128,47.2598,-18.3482
708,21.2181,47.3406,-18.0933
709,26.8643,47.4728,-17.9330
710,32.5089,47.5729,-17.6738
711,38.1381,47.6525,-17.5006
712,43.7854,47.7702,-17.3557
713,49.4157,47.8806,-17.1453
714,55.0936,47.9899,-16.9086
715,60.7836,48.1046,-16.7334
716,66.4345,48.2157,-16.4941
717,72.1277,48.3100,-16.3239
718,77.8193,48.3992,-16.0389
719,83.5233,48.5209,-15.8297
720,89.2261,48.6277,-15.6053
721,94.9717,48.7030,-15.4511
722,100.7006,48.8113,-15.2525
723,106.4088,48.9334,-14.9865
724,112.1561,49.0560,-14.8325
725,117.9078,49.1426,-14.6014
726,123.6927,49.2550,-14.4114
727,129.4453,49.3673,-14.2135
728,135.2537,49.4685,-13.9419
729,141.0112,49.5671,-13.6945
730,146.8767,49.6817,-13.4022
731,152.6184,49.8056,-13.1906
732,158.4337,49.9002,-13.0765
733,164.2418,50.0286,-12.8656
734,170.0741,50.1322,-12.6418
735,175.9344,50.2371,-12.4730
736,181.7695,50.3439,-12.2498
737,187.6316,50.4632,-12.0013
738,193.4945,50.5663,-11.7627
739,199.3754,50.6858,-11.5228
740,205.2412,50.7913,-11.2458
741,211.1636,50.8753,-11.1091
742,217.0699,51.0127,-10.8622
743,222.9819,51.1230,-10.6542
744,228.8918,51.2339,-10.3792
745,234.8533,51.3280,-10.2520
746,240.7799,51.4763,-9.9492
747,246.7197,51.5769,-9.7247
748,252.7212,51.6920,-9.5312
749,258.7779,51.8426,-9.3914
750,264.6399,51.9122,-9.0287
751,270.5599,52.0493,-8.6178
752,276.6301,52.0931,-8.3336
753,282.6724,52.2517,-8.2829
754,288.7169,52.3849,-8.1653
755,294.6614,52.4838,-7.8194
756,300.7992,52.6495,-7.6646
757,306.8717,52.7085,-7.5135
758,312.9219,52.8205,-7.2111
759,318.9807,52.9391,-6.9112
760,325.0555,53.0506,-6.6678
761,331.1520,53.1647,-6.4166
762,337.2434,53.2757,-6.1501
763,343.3522,53.3728,-5.8756
764,349.5270,53.5295,-5.6885
765,355.6720,53.6547,-5.5011
766,361.8245,53.7652,-5.2887
767,367.9355,53.8693,-4.8814
768,374.1584,53.9983,-4.7960
769,380.3167,54.1017,-4.4823
770,386.5164,54.2002,-4.1775
771,392.6962,54.3306,-3.9194
772,398.8793,54.4339,-3.6181
773,405.1270,54.5636,-3.4363
774,411.3083,54.6452,-2.7921
775,417.4181,54.7583,-2.4474
776,423.2863,54.7663,-1.5484
777,428.1883,54.7817,1.2918
778,-359.2460,35.7684,-29.5966
779,-354.2128,35.9537,-31.3390
